,Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?",extra_criteria,Description,Chapter,Section
396,1130,"Drug, possess, class D  Ch. 94C S 34",Marijuana,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS D ",94C,34
397,1131,"Drug, possess, class D, subsq. off.  Ch. 94C S 34",Marijuana,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS D, SUBSQ. OFF. ",94C,34
398,1132,"Drug, possess, class E  Ch. 94C S 34","synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,"DRUG, POSSESS, CLASS E ",94C,34
399,1069,"Drug, practitioner fail to label  Ch. 94C S 22(b)",Drug Abuse Violations,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,"DRUG, PRACTITIONER FAIL TO LABEL ",94C,22(b)
400,1070,"Drug, practitioner fail to label, subsq. off.  Ch. 94C S 22(b)",Drug Abuse Violations,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, PRACTITIONER FAIL TO LABEL, SUBSQ. OFF. ",94C,22(b)
401,1073,"Drug, registrant distribute without order, class I  Ch. 94C S 26(1)",Drug Abuse Violations,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,"DRUG, REGISTRANT DISTRIBUTE WITHOUT ORDER, CLASS I ",94C,26(1)
402,1074,"Drug, registrant distribute without order, class II  Ch. 94C S 26(1)",Drug Abuse Violations,21.0,Drugs,3,Misdemeanor,,,,,,Yes,,,"DRUG, REGISTRANT DISTRIBUTE WITHOUT ORDER, CLASS II ",94C,26(1)
403,1624,"Electric stun gun, sell/possess  Ch. 140 S 131J","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,No,S 121-131Q of Ch 140,,"ELECTRIC STUN GUN, SELL/POSSESS ",140,131J
404,162,"Embezzlement (Under $10,000)",Embezzlement,20.0,Property,3,Felony,,,,,,Yes,,,"EMBEZZLEMENT (UNDER $10,000)",,
405,1343,"Enter dwelling at night, for felony  Ch. 266 S 18",Burglary – Breaking or Entering,14.0,Property,4,Felony,,,,,,Yes,,,"ENTER DWELLING AT NIGHT, FOR FELONY ",266,18
406,1344,"Enter dwelling at night, for felony, with firearm  Ch. 266 S 18",Burglary – Breaking or Entering,8.0,Property,5,Felony,,,,,,No,Armed w dangerous weapon,,"ENTER DWELLING AT NIGHT, FOR FELONY, WITH FIREARM ",266,18
407,113,Enter dwelling house at night w/out breaking w/i to commit a felony,Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,ENTER DWELLING HOUSE AT NIGHT W/OUT BREAKING W/I TO COMMIT A FELONY,,
408,1345,"Entering dwelling by false pretense, for felony or with larceny, no person in fear  Ch. 266 S 18A",Burglary – Breaking or Entering,20.0,Property,3,Felony,,,,,,Yes,,,"ENTERING DWELLING BY FALSE PRETENSE, FOR FELONY OR WITH LARCENY, NO PERSON IN FEAR ",266,18A
409,1297,Enticement of child under age 16  Ch. 265 S 26C,Sex Offenses (except forcible rape),18.0,Person,3,Felony,,,,Yes,,No,Ch 265 Felony,,ENTICEMENT OF CHILD UNDER AGE 16 ,265,26C
410,183,Enticing,Sex Offenses (except forcible rape),29.0,Public Order,2,Felony,,,,,,Yes,,,ENTICING,,
411,190,Enticing to commit unlawful sexual intercourse,Sex Offenses (except forcible rape),29.0,Public Order,2,Felony,,,Yes,,,No,Ch 6 S 178C Sex Offense,,ENTICING TO COMMIT UNLAWFUL SEXUAL INTERCOURSE,,
412,310,Escape,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,ESCAPE,,
413,346,Escape from dys,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,ESCAPE FROM DYS,,
414,1142,"Escape from DYS, or aiding child to escape  Ch. 120 S 26",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"ESCAPE FROM DYS, OR AIDING CHILD TO ESCAPE ",120,26
415,1437,Escape from municipal lockup  Ch. 268 S 15A,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,ESCAPE FROM MUNICIPAL LOCKUP ,268,15A
416,332,Escape from officer,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,ESCAPE FROM OFFICER,,
417,1439,"Escape from officer, aid  Ch. 268 S 17",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"ESCAPE FROM OFFICER, AID ",268,17
418,1440,"Escape from penal institution, permit  Ch. 268 S 19",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,"ESCAPE FROM PENAL INSTITUTION, PERMIT ",268,19
419,1438,"Escape from penal institution/court/SDP center, or attempt  Ch. 268 S 16",All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,"ESCAPE FROM PENAL INSTITUTION/COURT/SDP CENTER, OR ATTEMPT ",268,16
420,1569,"Escape from police officer, Common Law [Grid 2012]",All Other Offense (except traffic),29.0,Public Order,2,CIV,,,,,,Yes,,,"ESCAPE FROM POLICE OFFICER, COMMON LAW [GRID 2012]",,
421,1436,"Escape, aid accused felon or convicted state prison felon to  Ch. 268 S 15",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,"ESCAPE, AID ACCUSED FELON OR CONVICTED STATE PRISON FELON TO ",268,15
422,1434,"Escape, aid accused misdemeanant to  Ch. 268 S 15",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,"ESCAPE, AID ACCUSED MISDEMEANANT TO ",268,15
423,1435,"Escape, aid convicted misdemeanant or convicted HOC felon to  Ch. 268 S 15",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,"ESCAPE, AID CONVICTED MISDEMEANANT OR CONVICTED HOC FELON TO ",268,15
424,1401,"Explosion, malicious  Ch. 266 S 101",Vandalism,8.0,Weapons,5,Felony,,,,,,Yes,,,"EXPLOSION, MALICIOUS ",266,101
425,416,"Explosive, throw/place/explode or possess to injure",All Other Offense (except traffic),8.0,Weapons,5,Felony,,,,,,Yes,,,"EXPLOSIVE, THROW/PLACE/EXPLODE OR POSSESS TO INJURE",,
426,1683,"Explosive/destructive/incendiary device, possess  Ch. 266 S 102(c)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,"EXPLOSIVE/DESTRUCTIVE/INCENDIARY DEVICE, POSSESS ",266,102(c)
427,1681,"Explosive/destructive/incendiary device, possess ingredients  Ch. 266 S 102(a)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,"EXPLOSIVE/DESTRUCTIVE/INCENDIARY DEVICE, POSSESS INGREDIENTS ",266,102(a)
428,1684,"Explosive/destructive/incendiary device, use  Ch. 266 S 102A","Weapons (carrying, possessing)",8.0,Weapons,5,Felony,,,,,,Yes,,,"EXPLOSIVE/DESTRUCTIVE/INCENDIARY DEVICE, USE ",266,102A
429,1682,"Explosive/destructive/incendiary hoax device, possess or use  Ch. 266 S 102(b)","Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,Yes,,,"EXPLOSIVE/DESTRUCTIVE/INCENDIARY HOAX DEVICE, POSSESS OR USE ",266,102(b)
430,1160,"Explosives/flammables, improperly make/store  Ch. 148 S 16","Weapons (carrying, possessing)",35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"EXPLOSIVES/FLAMMABLES, IMPROPERLY MAKE/STORE ",148,16
431,93,Extortion,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,EXTORTION,,
432,1287,Extortion or attempt  Ch. 265 S 25,All Other Offense (except traffic),20.0,Property,3,Felony,,,,,,No,Ch 265 Felony,,EXTORTION OR ATTEMPT ,265,25
433,124,F/a theft,Larceny-Theft (except Motor vehicle theft),26.0,Property,2,Felony,,,,,,Yes,,,F/A THEFT,,
434,321,Failure to appear on personal recognizance,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,FAILURE TO APPEAR ON PERSONAL RECOGNIZANCE,,
435,1566,"Failure to appear, recognizance or bail, felony  Ch. 276 S 82A",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,"FAILURE TO APPEAR, RECOGNIZANCE OR BAIL, FELONY ",276,82A
436,1565,"Failure to appear, recognizance or bail, misdemeanor  Ch. 276 S 82A",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"FAILURE TO APPEAR, RECOGNIZANCE OR BAIL, MISDEMEANOR ",276,82A
437,331,Failure to obey a police officer,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,FAILURE TO OBEY A POLICE OFFICER,,
438,1001,Failure to register or verify registration info by sex offender  Ch. 6 S 178H(a)(1),All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,FAILURE TO REGISTER OR VERIFY REGISTRATION INFO BY SEX OFFENDER ,6,178H(a)(1)
439,1002,"Failure to register or verify registration info by sex offender, subsq.  Ch. 6 S 178H(a)(2)",All Other Offense (except traffic),17.0,Public Order,4,Felony,,,,,,Yes,,,"FAILURE TO REGISTER OR VERIFY REGISTRATION INFO BY SEX OFFENDER, SUBSQ. ",6,178H(a)(2)
440,311,Failure to send children to school,Offenses Against Family and Children,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,FAILURE TO SEND CHILDREN TO SCHOOL,,
441,230,Failure to stop for a police officer,All Other Offense (except traffic),28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,FAILURE TO STOP FOR A POLICE OFFICER,,
442,1443,False alarm from police call box or tamper with police/fire call box  Ch. 268 S 32,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,FALSE ALARM FROM POLICE CALL BOX OR TAMPER WITH POLICE/FIRE CALL BOX ,268,32
443,275,False fire alarm,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,FALSE FIRE ALARM,,
444,268,False liquor id,Fraud,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,FALSE LIQUOR ID,,
445,1495,"False lottery tickets: creation, sale, or possession  Ch. 271 S 12",Fraud,29.0,Public Order,2,Felony,,,,,,Yes,,,"FALSE LOTTERY TICKETS: CREATION, SALE, OR POSSESSION ",271,12
446,1447,"False name or Social Security number, furnish to police  Ch. 268 S 34A",Fraud,35.0,Public Order,1,Felony,,,,,,Yes,,,"FALSE NAME OR SOCIAL SECURITY NUMBER, FURNISH TO POLICE ",268,34A
447,1378,"False pretense in commercial transaction, over $250, $10,000 to $50,000  Ch. 266 S 33(1)",Fraud,20.0,Property,3,Felony,,,,,,Yes,,,"FALSE PRETENSE IN COMMERCIAL TRANSACTION, OVER $250, $10,000 TO $50,000 ",266,33(1)
448,1379,"False pretense in commercial transaction, over $250, $50,000 and over  Ch. 266 S 33(1)",Fraud,20.0,Property,3,Felony,,,,,,Yes,,,"FALSE PRETENSE IN COMMERCIAL TRANSACTION, OVER $250, $50,000 AND OVER ",266,33(1)
449,1377,"False pretense in commercial transaction, over $250, under $10,000  Ch. 266 S 33(1)",Fraud,29.0,Public Order,2,Felony,,,,,,Yes,,,"FALSE PRETENSE IN COMMERCIAL TRANSACTION, OVER $250, UNDER $10,000 ",266,33(1)
450,1376,"False pretense in commercial transaction, under $250  Ch. 266 S 33(1)",Fraud,29.0,Public Order,2,Felony,,,,,,Yes,,,"FALSE PRETENSE IN COMMERCIAL TRANSACTION, UNDER $250 ",266,33(1)
451,1398,"False pretense of trade, obtain goods by  Ch. 266 S 73",Fraud,26.0,Property,2,Felony,,,,,,Yes,,,"FALSE PRETENSE OF TRADE, OBTAIN GOODS BY ",266,73
452,397,False reports to police officers,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,FALSE REPORTS TO POLICE OFFICERS,,
453,214,False statement on application-114g,All Other Offense (except traffic),28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,FALSE STATEMENT ON APPLICATION-114G,,
454,1644,False/silent 911 call  Ch. 269 S 14B,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,FALSE/SILENT 911 CALL ,269,14B
455,1201,Felony for hire  Ch. 265 S 13G,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,No,Ch 265 Felony,,FELONY FOR HIRE ,265,13G
456,1674,"Fentanyl, trafficking in, more than 10 g  Ch. 94C S 32E(c half)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",,Drugs,4,Felony,,,,,,Yes,,,"FENTANYL, TRAFFICKING IN, MORE THAN 10 G ",94C,32E(c half)
457,1512,"Fetal death out of wedlock, conceal cause  Ch. 272 S 22",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"FETAL DEATH OUT OF WEDLOCK, CONCEAL CAUSE ",272,22
458,1178,Fight by arrangement  Ch. 265 S 9,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,No,Ch 265 Felony,,FIGHT BY ARRANGEMENT ,265,9
459,1179,"Fight by arrangement, aid/promote  Ch. 265 S 10",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,No,Ch 265 Felony,,"FIGHT BY ARRANGEMENT, AID/PROMOTE ",265,10
460,1180,"Fight by arrangement, out-of-state  Ch. 265 S 11",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,No,Ch 265 Felony,,"FIGHT BY ARRANGEMENT, OUT-OF-STATE ",265,11
461,1323,"Fire alarm, disable  Ch. 266 S 11",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"FIRE ALARM, DISABLE ",266,11
462,1488,"Fire alarm, false  Ch. 269 S 13",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"FIRE ALARM, FALSE ",269,13
463,1008,"Fire in open, set  Ch. 48 S 13",Vandalism,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"FIRE IN OPEN, SET ",48,13
464,1321,"Fire on land, fail to extinguish/control  Ch. 266 S 9",Vandalism,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"FIRE ON LAND, FAIL TO EXTINGUISH/CONTROL ",266,9
465,1320,"Fire on land, set  Ch. 266 S 8",Vandalism,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"FIRE ON LAND, SET ",266,8
466,1154,"Firearm application, false statement on  Ch. 140 S 129",Fraud,25.0,Weapons,2,Misdemeanor,,,,,,No,S 121-131Q of Ch 140,,"FIREARM APPLICATION, FALSE STATEMENT ON ",140,129
467,1155,"Firearm application, false statement on, subsq. off.  Ch. 140 S 129",Fraud,19.0,Weapons,3,Felony,,,,,,No,S 121-131Q of Ch 140,,"FIREARM APPLICATION, FALSE STATEMENT ON, SUBSQ. OFF. ",140,129
468,1156,"Firearm license violation, false information on application  Ch. 140 S 131(h)",Fraud,25.0,Weapons,2,Felony,,,,,,Yes,,,"FIREARM LICENSE VIOLATION, FALSE INFORMATION ON APPLICATION ",140,131(h)
469,1468,"Firearm license/FID card, fail to surrender  Ch. 269 S 10(i)",Fraud,25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,"FIREARM LICENSE/FID CARD, FAIL TO SURRENDER ",269,10(i)
470,1159,"Firearm license/FID card, false  Ch. 140 S 131I",Fraud,19.0,Weapons,3,Felony,,,,,,No,S 121-131Q of Ch 140,,"FIREARM LICENSE/FID CARD, FALSE ",140,131I
471,1465,"Firearm or ammunition without FID card, possess  Ch. 269 S 10(h)(1)","Weapons (carrying, possessing)",19.0,Weapons,3,Misdemeanor,,,,,,Yes,,,"FIREARM OR AMMUNITION WITHOUT FID CARD, POSSESS ",269,10(h)(1)
472,1466,"Firearm or ammunition without FID card, possess, subsq. off.  Ch. 269 S 10(h)(1)","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,"FIREARM OR AMMUNITION WITHOUT FID CARD, POSSESS, SUBSQ. OFF. ",269,10(h)(1)
473,1622,Firearm sale to minor/alien  Ch. 140 S 130,"Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,No,S 121-131Q of Ch 140,,FIREARM SALE TO MINOR/ALIEN ,140,130
474,1621,"Firearm sale, violation  Ch. 140 S 128","Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,No,S 121-131Q of Ch 140,,"FIREARM SALE, VIOLATION ",140,128
475,1480,"Firearm serial number, deface or receive with defaced number  Ch. 269 S 11C","Weapons (carrying, possessing)",19.0,Weapons,3,Misdemeanor,,,,,,Yes,,,"FIREARM SERIAL NUMBER, DEFACE OR RECEIVE WITH DEFACED NUMBER ",269,11C
476,1623,"Firearm, carry improperly in a motor vehicle  Ch. 140 S 131C","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,No,S 121-131Q of Ch 140,,"FIREARM, CARRY IMPROPERLY IN A MOTOR VEHICLE ",140,131C
477,1486,"Firearm, carry on way, unloaded, large capacity  Ch. 269 S 12D(b)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,"FIREARM, CARRY ON WAY, UNLOADED, LARGE CAPACITY ",269,12D(b)
478,1450,"Firearm, carry without license  Ch. 269 S 10(a)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,Yes,,,,,No,Ch 269 S10 a-d violation,,"FIREARM, CARRY WITHOUT LICENSE ",269,10(a)
479,1451,"Firearm, carry without license, 1 prior violent/drug crime  Ch. 269 S 10(a)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,No,Ch 269 S10 a-d violation,,"FIREARM, CARRY WITHOUT LICENSE, 1 PRIOR VIOLENT/DRUG CRIME ",269,10(a)
480,1459,"Firearm, carry without license, 2nd off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",8.0,Weapons,5,Felony,Yes,,,,,No,Ch 269 S10 a-d violation,,"FIREARM, CARRY WITHOUT LICENSE, 2ND OFF. ",269,10(d)
481,1460,"Firearm, carry without license, 3rd off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",8.0,Weapons,5,Felony,Yes,,,,,No,Ch 269 S10 a-d violation,,"FIREARM, CARRY WITHOUT LICENSE, 3RD OFF. ",269,10(d)
482,1461,"Firearm, carry without license, 4th off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",3.0,Weapons,6,Felony,Yes,,,,,No,Ch 269 S10 a-d violation,,"FIREARM, CARRY WITHOUT LICENSE, 4TH OFF. ",269,10(d)
483,1473,"Firearm, carry without license, loaded  Ch. 269 S 10(n)","Weapons (carrying, possessing)",19.0,Weapons,3,Misdemeanor,Only if YO w/ an adult sentence,,,,,Yes,,,"FIREARM, CARRY WITHOUT LICENSE, LOADED ",269,10(n)
484,1487,"Firearm, discharge within 500 feet of building  Ch. 269 S 12E",All Other Offense (except traffic),19.0,Weapons,3,Misdemeanor,,,,,,Yes,,,"FIREARM, DISCHARGE WITHIN 500 FEET OF BUILDING ",269,12E
485,1145,"Firearm, discharge within 500 feet of dwelling/highway  Ch. 131 S 58",All Other Offense (except traffic),19.0,Weapons,3,Misdemeanor,,,,,,Yes,,,"FIREARM, DISCHARGE WITHIN 500 FEET OF DWELLING/HIGHWAY ",131,58
486,1467,"Firearm, leave unattended with intent to transfer possession  Ch. 269 S 10(h)(2)","Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,Yes,,,"FIREARM, LEAVE UNATTENDED WITH INTENT TO TRANSFER POSSESSION ",269,10(h)(2)
487,1158,"Firearm, non-resident of Commonwealth owns/possesses without license  Ch. 140 S 131H","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,No,S 121-131Q of Ch 140,,"FIREARM, NON-RESIDENT OF COMMONWEALTH OWNS/POSSESSES WITHOUT LICENSE ",140,131H
488,1252,"Firearm, possess in felony  Ch. 265 S 18B","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,No,Ch 265 Felony,,"FIREARM, POSSESS IN FELONY ",265,18B
489,1254,"Firearm, possess in felony, large capacity  Ch. 265 S 18B","Weapons (carrying, possessing)",8.0,Weapons,5,Felony,,,,,,No,Ch 265 Felony,,"FIREARM, POSSESS IN FELONY, LARGE CAPACITY ",265,18B
490,1253,"Firearm, possess in felony, subsq. off.  Ch. 265 S 18B","Weapons (carrying, possessing)",8.0,Weapons,5,Felony,,,,,,No,Ch 265 Felony,,"FIREARM, POSSESS IN FELONY, SUBSQ. OFF. ",265,18B
491,1479,"Firearm, possess in felony, with defaced serial number  Ch. 269 S 11B","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,"FIREARM, POSSESS IN FELONY, WITH DEFACED SERIAL NUMBER ",269,11B
492,1471,"Firearm, possess large capacity  Ch. 269 S 10(m)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,"FIREARM, POSSESS LARGE CAPACITY ",269,10(m)
493,1472,"Firearm, possess large capacity, with valid FID  Ch. 269 S 10(m)","Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,Yes,,,"FIREARM, POSSESS LARGE CAPACITY, WITH VALID FID ",269,10(m)
494,1157,"Firearm, purchase for another  Ch. 140 S 131E","Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,No,S 121-131Q of Ch 140,,"FIREARM, PURCHASE FOR ANOTHER ",140,131E
495,1649,"Firearm, store improper, large capacity Ch. 140 S 131L(a)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,No,S 121-131Q of Ch 140,,"FIREARM, STORE IMPROPER, LARGE CAPACITY",140,131L(a)
496,1648,"Firearm, store improper, small capacity Ch. 140 S 131L(a)","Weapons (carrying, possessing)",19.0,Weapons,3,Misdemeanor,,,,,,No,S 121-131Q of Ch 140,,"FIREARM, STORE IMPROPER, SMALL CAPACITY",140,131L(a)
497,1477,"Firearms, trafficking in, 10-19 weapons, 8-12 months  Ch. 269 S 10E","Weapons (carrying, possessing)",8.0,Weapons,5,Felony,Yes,,,,,No,Ch 269 S 10E violation,,"FIREARMS, TRAFFICKING IN, 10-19 WEAPONS, 8-12 MONTHS ",269,10E
498,1478,"Firearms, trafficking in, 20 or more weapons, 12 month min.  Ch. 269 S 10E","Weapons (carrying, possessing)",3.0,Weapons,6,Felony,Yes,,,,,No,Ch 269 S 10E violation,,"FIREARMS, TRAFFICKING IN, 20 OR MORE WEAPONS, 12 MONTH MIN. ",269,10E
499,1476,"Firearms, trafficking in, 3-9 weapons, 6-8 months  Ch. 269 S 10E","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,Yes,,,,,No,Ch 269 S 10E violation,,"FIREARMS, TRAFFICKING IN, 3-9 WEAPONS, 6-8 MONTHS ",269,10E
500,1196,"Firefighter, injure by setting fires  Ch. 265 S 13D cent",Arson,12.0,Person,4,Felony,,,,,,No,Ch 265 Felony,,"FIREFIGHTER, INJURE BY SETTING FIRES ",265,13D cent
501,1444,"Firefighter, interfere with  Ch. 268 S 32A",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,"FIREFIGHTER, INTERFERE WITH ",268,32A
502,422,"Firefighter,injuries resulting from criminal offenses",All Other Offense (except traffic),18.0,Person,3,Felony,,,,,,Yes,,,"FIREFIGHTER,INJURIES RESULTING FROM CRIMINAL OFFENSES",,
503,1162,"Fireworks, sell or possess unlawful  Ch. 148 S 39","Weapons (carrying, possessing)",29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"FIREWORKS, SELL OR POSSESS UNLAWFUL ",148,39
504,157,Forgery and or uttering-false or forged records,Forgery and Counterfeiting,26.0,Property,2,Felony,,,,,,Yes,,,FORGERY AND OR UTTERING-FALSE OR FORGED RECORDS,,
505,158,Forgery and or uttering-forgery of bank note or travelers check,Forgery and Counterfeiting,20.0,Property,3,Felony,,,,,,Yes,,,FORGERY AND OR UTTERING-FORGERY OF BANK NOTE OR TRAVELERS CHECK,,
506,156,Forgery on check or promissory note,Forgery and Counterfeiting,26.0,Property,2,Felony,,,,,,Yes,,,FORGERY ON CHECK OR PROMISSORY NOTE,,
507,1424,"Forgery, check forgery, promissory note forgery  Ch. 267 S 1",Forgery and Counterfeiting,20.0,Property,3,Felony,,,,,,Yes,,,"FORGERY, CHECK FORGERY, PROMISSORY NOTE FORGERY ",267,1
508,383,Forging a prescription or fraudulently obtaining a controlled substance,Forgery and Counterfeiting,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,FORGING A PRESCRIPTION OR FRAUDULENTLY OBTAINING A CONTROLLED SUBSTANCE,,
509,1511,Fornication  Ch. 272 S 18,Sex Offenses (except forcible rape),30.0,Person,1,Misdemeanor,,,,,,Yes,,,FORNICATION ,272,18
510,155,Fraud,Fraud,26.0,Property,2,Misdemeanor,,,,,,Yes,,,FRAUD,,
511,1399,"Fraud/cheat, gross  Ch. 266 S 76",Fraud,20.0,Property,3,Felony,,,,,,Yes,,,"FRAUD/CHEAT, GROSS ",266,76
512,165,Fraudulent checks,Fraud,26.0,Property,2,Felony,,,,,,Yes,,,FRAUDULENT CHECKS,,
