"","X","Charge","NW.Counts","SF.Counts","Description","Chapter","Section","Expungeable.","sex","murder"
"547",86,"FIREARM TRANSFER/LOSS, OWNER FL REPORT c140 §129C",3,1,"FIREARM TRANSFER/LOSS, OWNER FL REPORT","140","129C","No",0,0
"548",87,"FIREARM LICENSE RESTRICTION VIOL c140 §131(a) or (b)",1,19,"FIREARM LICENSE RESTRICTION VIOL","140","131(a) or (b)","No",0,0
"549",88,"FIREARM LICENSE, IMPROP ISSUE c140 §131(k)",0,3,"FIREARM LICENSE, IMPROP ISSUE","140","131(k)","No",0,0
"550",89,"FIREARM IN VEHICLE, LEAVE c140 §131C",6,11,"FIREARM IN VEHICLE, LEAVE","140","131C","No",0,0
"551",90,"RIFLE/SHOTGUN IN VEH, LEAVE LARGE CAPACITY c140 §131C(c)",0,3,"RIFLE/SHOTGUN IN VEH, LEAVE LARGE CAPACITY","140","131C(c)","No",0,0
"552",91,"FIREARM, ALIEN POSSESS c140 §131H",0,1,"FIREARM, ALIEN POSSESS","140","131H","No",0,0
"553",92,"ELECTRIC STUN GUN, SELL/POSSESS c. 140 s. 131J",0,1,"ELECTRIC STUN GUN, SELL/POSSESS","140","131J","No",0,0
"554",93,"FIREARM, STORE IMPROPER c. 140 s. 131L(a)",0,1,"FIREARM, STORE IMPROPER","140","131L(a)","No",0,0
"555",94,"FIREARM, STORE IMPROP c140 §131L(a)&(b)",187,195,"FIREARM, STORE IMPROP","140","131L(a)&(b)","No",0,0
"556",95,"FIREARM, STORE IMPROP LARGE CAPACITY c140 §131L(a)&(b)",22,35,"FIREARM, STORE IMPROP LARGE CAPACITY","140","131L(a)&(b)","No",0,0
"557",96,"RIFLE/SHOTGUN, STORE IMPROP NEAR MINOR c140 §131L(a)&(c)",5,5,"RIFLE/SHOTGUN, STORE IMPROP NEAR MINOR","140","131L(a)&(c)","No",0,0
"558",97,"FIREARM, STORE IMPROP LARGE-CAPACITY NEAR MINOR c140 §131L(a)&(d)",11,8,"FIREARM, STORE IMPROP LARGE-CAPACITY NEAR MINOR","140","131L(a)&(d)","No",0,0
"559",98,"ASSAULT WEAPON, SELL/POSSESS c140 §131M",8,33,"ASSAULT WEAPON, SELL/POSSESS","140","131M","No",0,0
"560",99,"ASSAULT WEAPON, SELL/POSSESS, SUBSQ. c. 140 s. 131M",0,1,"ASSAULT WEAPON, SELL/POSSESS, SUBSQ.","140","131M","No",0,0
"561",100,"DOG, FAIL LICENSE c140 §137",67,1,"DOG, FAIL LICENSE","140","137","Yes",0,0
"562",101,"DOG KENNEL, UNLICENSED c140 §137A",0,1,"DOG KENNEL, UNLICENSED","140","137A","Yes",0,0
"563",102,"DOG/CAT RABIES VACCINATION VIOLATION c140 §145B",14,1,"DOG/CAT RABIES VACCINATION VIOLATION","140","145B","Yes",0,0
"564",103,"DOG ORDER, DISOBEY c140 §157",3,1,"DOG ORDER, DISOBEY","140","157","Yes",0,0
"565",104,"DOG ORDINANCE/BY-LAW VIOLATION c140 §173",4,0,"DOG ORDINANCE/BY-LAW VIOLATION","140","173","Yes",0,0
"566",105,"DOG, TETHERING OR CONFINING VIOLATION c140 §174E(f)",0,1,"DOG, TETHERING OR CONFINING VIOLATION","140","174E(f)","Yes",0,0
"567",106,"TICKET RESALE, UNLICENSED c140 §185A",0,2,"TICKET RESALE, UNLICENSED","140","185A","Yes",0,0
"568",107,"TICKET SCALPING c140 §185D",0,1,"TICKET SCALPING","140","185D","Yes",0,0
"569",113,"ELECTRIC STUN GUN, SELL/POSSESS c141 §31J",0,111,"ELECTRIC STUN GUN, SELL/POSSESS","141","31J","Yes",0,0
"570",112,"ELECTRIC STUN GUN, SELL/POSSESS c141 §131J",25,0,"ELECTRIC STUN GUN, SELL/POSSESS","141","131J","Yes",0,0
"571",114,"HOME IMPROVEMENT CONTRACTOR, UNLICENSED c142A §19",1,2,"HOME IMPROVEMENT CONTRACTOR, UNLICENSED","142A","19","Yes",0,0
"572",115,"HOME IMPROVEMENT CONTRACTOR VIOLATION c142A §19",0,7,"HOME IMPROVEMENT CONTRACTOR VIOLATION","142A","19","Yes",0,0
"573",116,"FIRE PREVENTION REGULATIONS VIOLATION c148 §10B",2,0,"FIRE PREVENTION REGULATIONS VIOLATION","148","10B","Yes",0,0
"574",117,"SPRINKLER SYSTEM VIOL, HIGH RISE c148 §26A",0,1,"SPRINKLER SYSTEM VIOL, HIGH RISE","148","26A","Yes",0,0
"575",118,"SPRINKLER SYSTEM VIOL c148 §26B",0,1,"SPRINKLER SYSTEM VIOL","148","26B","Yes",0,0
"576",119,"SMOKE DETECTOR VIOLATION c148 §26E",0,1,"SMOKE DETECTOR VIOLATION","148","26E","Yes",0,0
"577",120,"SPRINKLER SYSTEM VIOL, MULTIPLE DWELL c148 §26I",0,1,"SPRINKLER SYSTEM VIOL, MULTIPLE DWELL","148","26I","Yes",0,0
"578",121,"SPRINKLER SYSTEM, FAIL INSTALL c148 §27",0,1,"SPRINKLER SYSTEM, FAIL INSTALL","148","27","Yes",0,0
"579",122,"SPRINKLER SYSTEM, DISCONNECT c148 §27A",18,12,"SPRINKLER SYSTEM, DISCONNECT","148","27A","Yes",0,0
"580",123,"FIRE VIOLATION, MISCELLANEOUS c148 §34",3,1,"FIRE VIOLATION, MISCELLANEOUS","148","34","Yes",0,0
"581",124,"FIREWORKS, POSSESS UNLAWFUL c148 §39",22,30,"FIREWORKS, POSSESS UNLAWFUL","148","39","Yes",0,0
"582",125,"FIREWORKS, SELL UNLAWFUL c148 §39",0,2,"FIREWORKS, SELL UNLAWFUL","148","39","Yes",0,0
"583",126,"CIGARETTE/MATCH, DROP ON FOREST/FIELD c148 §54",2,4,"CIGARETTE/MATCH, DROP ON FOREST/FIELD","148","54","Yes",0,0
"584",127,"PARKING LOT, UNLICENSED c148 §56",0,1,"PARKING LOT, UNLICENSED","148","56","Yes",0,0
"585",128,"EMPLOYER FAIL PAY WAGES TIMELY c149 §148",0,1,"EMPLOYER FAIL PAY WAGES TIMELY","149","148","Yes",0,0
"586",132,"HEALTH/WELFARE FUND, UNAPPROVED c151D §2",0,1,"HEALTH/WELFARE FUND, UNAPPROVED","151D","2","Yes",0,0
"587",129,"UNEMPLOYMENT COMP, FALSE STATEMENT FOR c151A §47",0,268,"UNEMPLOYMENT COMP, FALSE STATEMENT FOR","151A","47","Yes",0,0
"588",130,"UNEMPLOYMENT COMP VIOLATION c151A §47",0,4,"UNEMPLOYMENT COMP VIOLATION","151A","47","Yes",0,0
"589",131,"UNEMPLOYMENT COMP ADMIN, OBSTRUCT c151A §47",0,1,"UNEMPLOYMENT COMP ADMIN, OBSTRUCT","151A","47","Yes",0,0
"590",133,"WORKERS COMP FRAUD c152 §14",0,3,"WORKERS COMP FRAUD","152","14","Yes",0,0
"591",134,"WORKERS COMP, EMPLOYER FAIL HAVE c152 §25C",2,2,"WORKERS COMP, EMPLOYER FAIL HAVE","152","25C","Yes",0,0
"592",135,"CORPORATE STATEMENT, FALSE c155 §4",0,1,"CORPORATE STATEMENT, FALSE","155","4","Yes",0,0
"593",149,"COMMERCIAL MV FAIL STOP FOR POLICE c159B §14B",0,1,"COMMERCIAL MV FAIL STOP FOR POLICE","159B","14B","Yes",0,0
"594",143,"TAXI VIOLATION c159A §15",0,441,"TAXI VIOLATION","159A","15","Yes",0,0
"595",144,"TAXI VIOLATION, SUBSQ.OFF. c159A §15",0,1,"TAXI VIOLATION, SUBSQ.OFF.","159A","15","Yes",0,0
"596",145,"TAXI FARE, EVADE c159A §16",3,68,"TAXI FARE, EVADE","159A","16","Yes",0,0
"597",146,"TAXI FARE, ATTEMPT TO EVADE c159A §16",0,7,"TAXI FARE, ATTEMPT TO EVADE","159A","16","Yes",0,0
"598",147,"TAXI FARE, ATTEMPT TO EVADE c159A §16A",0,1,"TAXI FARE, ATTEMPT TO EVADE","159A","16A","Yes",0,0
"599",148,"BUS DRIVER, INTERFERE WITH c159A §31",0,38,"BUS DRIVER, INTERFERE WITH","159A","31","Yes",0,0
"600",136,"RAILROAD FARE, EVADE c159 §101",0,135,"RAILROAD FARE, EVADE","159","101","Yes",0,0
"601",137,"MBTA FARE, EVADE c159 §101",0,33,"MBTA FARE, EVADE","159","101","Yes",0,0
"602",138,"RAILROAD FARE, ATTEMPT TO EVADE c159 §101",0,4,"RAILROAD FARE, ATTEMPT TO EVADE","159","101","Yes",0,0
"603",139,"MBTA FARE, ATTEMPT TO EVADE c159 §101",0,2,"MBTA FARE, ATTEMPT TO EVADE","159","101","Yes",0,0
"604",140,"RAILROAD CAR/TRACK/SIGNAL, VANDALIZE c159 §103",0,1,"RAILROAD CAR/TRACK/SIGNAL, VANDALIZE","159","103","Yes",0,0
"605",141,"BUS, THROW MISSILE AT c159 §104",0,2,"BUS, THROW MISSILE AT","159","104","Yes",0,0
"606",142,"BUS DRIVER, ASSAULT c159 §104",0,2,"BUS DRIVER, ASSAULT","159","104","Yes",0,0
"607",151,"RAILROAD OBSTRUCT PUBLIC WAY c160 §151",0,1,"RAILROAD OBSTRUCT PUBLIC WAY","160","151","Yes",0,0
"608",152,"RAILROAD TRACK, WALK/RIDE ON c160 §218",52,47,"RAILROAD TRACK, WALK/RIDE ON","160","218","Yes",0,0
"609",153,"RAILROAD STATION, LOITER IN c160 §219",0,7,"RAILROAD STATION, LOITER IN","160","219","Yes",0,0
"610",154,"RAILROAD FARE, EVADE c160 §220",1,0,"RAILROAD FARE, EVADE","160","220","Yes",0,0
"611",155,"RAILROAD, MALICIOUS INJURY TO c160 §225",1,0,"RAILROAD, MALICIOUS INJURY TO","160","225","Yes",0,0
"612",156,"RAILROAD, OBSTRUCT/ENDANGER c160 §226",1,2,"RAILROAD, OBSTRUCT/ENDANGER","160","226","Yes",0,0
"613",160,"MBTA, POSSESS LIQUOR TO CONSUME ON c161A §5",0,23,"MBTA, POSSESS LIQUOR TO CONSUME ON","161A","5","Yes",0,0
"614",157,"STREETCAR, OBSTRUCT c161 §94",0,1,"STREETCAR, OBSTRUCT","161","94","Yes",0,0
"615",158,"RAILROAD/RAILWAY STATION, LITTER IN c161 §94A",0,1,"RAILROAD/RAILWAY STATION, LITTER IN","161","94A","Yes",0,0
"616",159,"RAILROAD/RAILWAY STATION, LOITER IN c161 §95",0,6,"RAILROAD/RAILWAY STATION, LOITER IN","161","95","Yes",0,0
"617",161,"RAILROAD TRACK, WALK/STAND ON ELECTRIC c162 §18",1,3,"RAILROAD TRACK, WALK/STAND ON ELECTRIC","162","18","Yes",0,0
"618",162,"GAS, FRAUDULENT USE OF c164 §126",0,2,"GAS, FRAUDULENT USE OF","164","126","Yes",0,0
"619",163,"ELECTRICITY, FRAUDULENT USE OF c164 §127",1,4,"ELECTRICITY, FRAUDULENT USE OF","164","127","Yes",0,0
"620",164,"TELEPHONE SERVICE BY FRAUD -$5000,OBTAIN c166 §42A",0,2,"TELEPHONE SERVICE BY FRAUD -$5000,OBTAIN","166","42A","Yes",0,0
"621",165,"CABLE TV SERVICE BY FRAUD -$5000, OBTAIN c166 §42A",0,2,"CABLE TV SERVICE BY FRAUD -$5000, OBTAIN","166","42A","Yes",0,0
"622",166,"TELEPHONE SERVICE BY FRAUD -$5000, ATT c166 §42A",0,1,"TELEPHONE SERVICE BY FRAUD -$5000, ATT","166","42A","Yes",0,0
"623",167,"BANK HOLDING COMPANY RECORD, FALSE c167A §6",0,1,"BANK HOLDING COMPANY RECORD, FALSE","167A","6","Yes",0,0
"624",168,"ELECTRONIC FUND TRANSFER VIOL UNDER $100 c167B §21(b)",1,0,"ELECTRONIC FUND TRANSFER VIOL UNDER $100","167B","21(b)","Yes",0,0
"625",171,"HEALTH CARE CLAIM, FALSE c175H §2",10,34,"HEALTH CARE CLAIM, FALSE","175H","2","Yes",0,0
"626",172,"INSURANCE INFO, GET ON FALSE PRETENSES c175I §22",0,1,"INSURANCE INFO, GET ON FALSE PRETENSES","175I","22","Yes",0,0
"627",169,"INSURANCE CLAIM, FALSE LIFE c175 §127",2,0,"INSURANCE CLAIM, FALSE LIFE","175","127","Yes",0,0
"628",170,"INSURANCE VIOLATION c175 §194",0,1,"INSURANCE VIOLATION","175","194","Yes",0,0
"629",175,"LANDLORD INTERFERE WITH QUIET ENJOYMENT c186 §14",1,1,"LANDLORD INTERFERE WITH QUIET ENJOYMENT","186","14","Yes",0,0
"630",176,"LANDLORD ATTMPT REGAIN PREMISES BY FORCE c186 §14",1,0,"LANDLORD ATTMPT REGAIN PREMISES BY FORCE","186","14","Yes",0,0
"631",178,"ABUSE PREVENTION ORDER, VIOL PROBATE CT c208 §34C",0,4,"ABUSE PREVENTION ORDER, VIOL PROBATE CT","208","34C","No",0,0
"632",179,"DIVORCE, ISSUE UNLAWFUL CERTIFICATE OF c208 §44",0,1,"DIVORCE, ISSUE UNLAWFUL CERTIFICATE OF","208","44","Yes",0,0
"633",180,"ABUSE PREVENTION ORDER, VIOLATE c. 209A s. 3B",0,32,"ABUSE PREVENTION ORDER, VIOLATE","209A","3B","No",0,0
"634",181,"FIREARM SURRENDER ORDER, VIOLATE c209A §3C",2,2,"FIREARM SURRENDER ORDER, VIOLATE","209A","3C","No",0,0
"635",182,"FIREARM SURRENDER ORDER, VIOLATE c. 209A s. 3C",0,1,"FIREARM SURRENDER ORDER, VIOLATE","209A","3C","No",0,0
"636",183,"ABUSE PREVENTION ORDER, VIOLATE c209A §7",1267,3770,"ABUSE PREVENTION ORDER, VIOLATE","209A","7","No",0,0
"637",184,"ABUSE PREVENTION ORDER, VIOLATE c. 209A s. 7",0,17,"ABUSE PREVENTION ORDER, VIOLATE","209A","7","No",0,0
"638",185,"ABUSE PREVENTION ORDER VIOL, RETALIATORY c209A §7",0,13,"ABUSE PREVENTION ORDER VIOL, RETALIATORY","209A","7","No",0,0
"639",186,"ABUSE PREVENTION ORDER, VIOLATE, RETALIATION FOR NON-SUPPORT c. 209A s. 7",0,12,"ABUSE PREVENTION ORDER, VIOLATE, RETALIATION FOR NON-SUPPORT","209A","7","No",0,0
"640",188,"BOSTON MUNIC CT CLERK FAIL PAY ACCOUNTS c218 §56",0,1,"BOSTON MUNIC CT CLERK FAIL PAY ACCOUNTS","218","56","Yes",0,0
"641",189,"LAW, UNAUTHORIZED PRACTICE OF c221 §41",0,8,"LAW, UNAUTHORIZED PRACTICE OF","221","41","Yes",0,0
"642",190,"LAW, REMOVED ATTORNEY PRACTICE c221 §41",0,1,"LAW, REMOVED ATTORNEY PRACTICE","221","41","Yes",0,0
"643",193,"JUROR FAIL TO ATTEND c234A §42",370,1363,"JUROR FAIL TO ATTEND","234A","42","Yes",0,0
"644",194,"JUROR PROCESSING, FRAUD IN c234A §71",1,0,"JUROR PROCESSING, FRAUD IN","234A","71","Yes",0,0
"645",195,"MORTGAGE BROKER OR LENDER LICENSE REQUIREMENT; VIOLATION c. 255E s. 2",0,1,"MORTGAGE BROKER OR LENDER LICENSE REQUIREMENT; VIOLATION","255E","2","Yes",0,0
"646",197,"WITNESS, EMPLOYER PENALIZE/THREATEN c258B §3(l)",0,3,"WITNESS, EMPLOYER PENALIZE/THREATEN","258B","3(l)","Yes",0,0
"647",196,"HARASSMENT PREVENTION ORDER, VIOLATE c258 §9",0,484,"HARASSMENT PREVENTION ORDER, VIOLATE","258","9","Yes",0,0
"648",198,"Harassment Prevention Order, Violate, c258E/9",45,0,"HARASSMENT PREVENTION ORDER, VIOLATE,","258E","9","No",0,0
"649",199,"RIOT, INCITE c264 §11",5,2,"RIOT, INCITE","264","11","Yes",0,0
"650",201,"MURDER c265 §1",10,345,"MURDER","265","1","No",0,1
"651",202,"MURDER c. 265 s. 1",0,9,"MURDER","265","1","No",0,1
"652",200,"KIDNAPPING FOR EXTORTION c265 §09",0,3,"KIDNAPPING FOR EXTORTION","265","09","No",0,0
"653",203,"MANSLAUGHTER c265 §13",12,36,"MANSLAUGHTER","265","13","No",0,1
"654",204,"INVOLUNTARY MANSLAUGHTER c265§13",5,0,"INVOLUNTARY MANSLAUGHTER","265","13","No",0,1
"655",205,"MANSLAUGHTER INVOLVING EXPLOSIVES c265 §13",0,7,"MANSLAUGHTER INVOLVING EXPLOSIVES","265","13","No",0,1
"656",206,"MANSLAUGHTER c. 265 s. 13",0,1,"MANSLAUGHTER","265","13","No",0,1
"657",208,"A&B c265 §13A",2015,14443,"A&B","265","13A","No",0,0
"658",209,"A&B (DOMESTIC) c265 §13A",599,0,"A&B (DOMESTIC)","265","13A","No",0,0
"659",210,"ASSAULT c265 §13A",277,966,"ASSAULT","265","13A","No",0,0
"660",211,"A&B c. 265 s. 13A",0,24,"A&B","265","13A","No",0,0
"661",212,"ASSAULT c. 265 s. 13A",0,9,"ASSAULT","265","13A","No",0,0
"662",213,"A&B, VIOL ABUSE PREVENTION ORDER c265 S 13A(B)",30,0,"A&B, VIOL ABUSE PREVENTION ORDER","265","13A(B)","No",0,0
"663",214,"A&B, AGGRAVATED c265 §13A(b)",0,560,"A&B, AGGRAVATED","265","13A(b)","No",0,0
"664",215,"A&B UPON PREGNANT PERSON c265 §13A(b)",0,441,"A&B UPON PREGNANT PERSON","265","13A(b)","No",0,0
"665",216,"A&B,CAUSING SERIOUS BODILY INJURY c265 §13A(b)",0,98,"A&B,CAUSING SERIOUS BODILY INJURY","265","13A(b)","No",0,0
"666",217,"A&B IN VIOLATION OF RESTRAINING ORDER c265 §13A(b)",0,35,"A&B IN VIOLATION OF RESTRAINING ORDER","265","13A(b)","No",0,0
"667",218,"ASSAULT, VIOL ABUSE PREVENTION ORDER c265 §13A(b)",0,3,"ASSAULT, VIOL ABUSE PREVENTION ORDER","265","13A(b)","No",0,0
"668",219,"INDECENT A&B ON CHILD UNDER 14 c265 §13B",258,784,"INDECENT A&B ON CHILD UNDER 14","265","13B","No",0,0
"669",220,"INDECENT A&B ON CHILD UNDER 14, SUBSQ. c265 §13B",0,13,"INDECENT A&B ON CHILD UNDER 14, SUBSQ.","265","13B","No",0,0
"670",221,"INDECENT A&B ON CHILD UNDER 14 AFTER CERTAIN OFFENSES c265 §13B",0,4,"INDECENT A&B ON CHILD UNDER 14 AFTER CERTAIN OFFENSES","265","13B","No",0,0
"671",223,"A&B TO COLLECT LOAN c265 §13C",9,30,"A&B TO COLLECT LOAN","265","13C","No",0,0
"672",224,"A&B TO COLLECT LOAN, SUBSQ.OFF. c265 §13C",0,1,"A&B TO COLLECT LOAN, SUBSQ.OFF.","265","13C","No",0,0
"673",225,"A&B ON POLICE OFFICER c265 §13D",501,3444,"A&B ON POLICE OFFICER","265","13D","Yes",0,0
"674",226,"A&B ON PUBLIC EMPLOYEE c265 §13D",28,787,"A&B ON PUBLIC EMPLOYEE","265","13D","Yes",0,0
"675",227,"A&B ON PUBLIC EMPLOYEE, SERIOUS BODILY INJURY c265 §13D",1,0,"A&B ON PUBLIC EMPLOYEE, SERIOUS BODILY INJURY","265","13D","Yes",0,0
"676",228,"A&B ATTEMPT TO DISARM POLICE OFFICER c265 §13D",0,3,"A&B ATTEMPT TO DISARM POLICE OFFICER","265","13D","Yes",0,0
"677",229,"A&B ON POLICE OFFICER, SERIOUS BODILY INJURY c265 §13D",0,1,"A&B ON POLICE OFFICER, SERIOUS BODILY INJURY","265","13D","Yes",0,0
"678",230,"A&B ON PUBLIC EMPLOYEE c. 265 s. 13D",0,1,"A&B ON PUBLIC EMPLOYEE","265","13D","Yes",0,0
"679",231,"FIREFIGHTER, INJURE c265 §13D½",0,9,"FIREFIGHTER, INJURE","265","13D½","No",0,0
"680",232,"INDECENT A&B ON A PERSON WITH AN INTELLECTUAL DISABILITY  c265 §13F",12,0,"INDECENT A&B ON A PERSON WITH AN INTELLECTUAL DISABILITY ","265","13F","No",0,0
"681",233,"A&B ON A PERSON WITH AN INTELLECTUAL DISABILITY c265 §13F",5,0,"A&B ON A PERSON WITH AN INTELLECTUAL DISABILITY","265","13F","No",0,0
"682",234,"A&B ON RETARDED PERSON c265 §13F",0,33,"A&B ON RETARDED PERSON","265","13F","No",0,0
"683",235,"INDECENT A&B ON RETARDED PERSON c265 §13F",0,21,"INDECENT A&B ON RETARDED PERSON","265","13F","No",0,0
"684",236,"INDECENT A&B ON PERSON 14 OR OVER c265 §13H",167,890,"INDECENT A&B ON PERSON 14 OR OVER","265","13H","No",0,0
"685",237,"INDECENT A&B ON PERSON 14 OR OVER AFTER CERTAIN OFFENSES  c265 §13H",2,0,"INDECENT A&B ON PERSON 14 OR OVER AFTER CERTAIN OFFENSES ","265","13H","No",0,0
"686",238,"INDECENT A&B DISABLED OR PERSON>60, c265s13H",1,0,"INDECENT A&B DISABLED OR PERSON>60,","265","13H","No",0,0
"687",239,"INDECENT A&B ON PERSON 14 OR OVER AFTER CERTAIN OFFENSES c265 §13H",0,5,"INDECENT A&B ON PERSON 14 OR OVER AFTER CERTAIN OFFENSES","265","13H","No",0,0
"688",240,"INDECENT A&B ON PERSON 14 OR OVER c. 265 s. 13H",0,1,"INDECENT A&B ON PERSON 14 OR OVER","265","13H","No",0,0
"689",241,"INDECENT A&B ON DISABLED PERSON OVER 60 c265 §13H/C",0,11,"INDECENT A&B ON DISABLED PERSON OVER 60","265","13H/C","No",0,0
"690",242,"A&B ON AMBULANCE PERSONNEL c265 §13I",30,159,"A&B ON AMBULANCE PERSONNEL","265","13I","Yes",0,0
"691",243,"ASSAULT ON AMBULANCE PERSONNEL c265 §13I",1,93,"ASSAULT ON AMBULANCE PERSONNEL","265","13I","Yes",0,0
"692",244,"A&B/ASSAULT ON AMBULANCE PERSONNEL c. 265 s. 13I",0,1,"A&B/ASSAULT ON AMBULANCE PERSONNEL","265","13I","Yes",0,0
"693",245,"A&B ON CHILD WITH INJURY c265 §13J(b)",18,129,"A&B ON CHILD WITH INJURY","265","13J(b)","No",0,0
"694",246,"A&B ON CHILD WITH SUBSTANTIAL INJURY c265 §13J(b)",13,17,"A&B ON CHILD WITH SUBSTANTIAL INJURY","265","13J(b)","No",0,0
"695",247,"CHILD, PERMIT SUBSTANTIAL INJURY TO c265 §13J(b)",4,0,"CHILD, PERMIT SUBSTANTIAL INJURY TO","265","13J(b)","No",0,0
"696",248,"CHILD, PERMIT INJURY TO c265 §13J(b)",4,4,"CHILD, PERMIT INJURY TO","265","13J(b)","No",0,0
"697",250,"A&B ON +60/DISABLED WITH INJURY c265 §13K(b)",71,378,"A&B ON +60/DISABLED WITH INJURY","265","13K(b)","No",0,0
"698",251,"A&B ON ELDER (60+)/DISABLED PERSON; BODILY INJURY c. 265 s. 13K(b)",0,1,"A&B ON ELDER (60+)/DISABLED PERSON; BODILY INJURY","265","13K(b)","No",0,0
"699",252,"A&B ON +60/DISABLED WITH SERIOUS INJURY c265 §13K(c)",4,75,"A&B ON +60/DISABLED WITH SERIOUS INJURY","265","13K(c)","No",0,0
"700",253,"ELDER/DISABLED, PERMIT INJURY TO c265 §13K(d)",1,23,"ELDER/DISABLED, PERMIT INJURY TO","265","13K(d)","No",0,0
"701",254,"ELDER/DISABLED, PERMIT SERIOUS INJURY TO c265 §13K(e)",0,5,"ELDER/DISABLED, PERMIT SERIOUS INJURY TO","265","13K(e)","No",0,0
"702",255,"A&B ON +60/DISABLED c265 §13K/F",0,458,"A&B ON +60/DISABLED","265","13K/F","No",0,0
"703",256,"RECKLESS ENDANGERMENT OF CHILD c265 §13L",0,198,"RECKLESS ENDANGERMENT OF CHILD","265","13L","Yes",0,0
"704",257,"ENDANGERMENT TO CHILDREN, RECKLESS c. 265 s. 13L",0,3,"ENDANGERMENT TO CHILDREN, RECKLESS","265","13L","Yes",0,0
"705",258,"A&B ON FAMILY/HOUSEHOLD MEMBER c265 §13M",0,8430,"A&B ON FAMILY/HOUSEHOLD MEMBER","265","13M","No",0,0
"706",259,"Assault & Battery on  Family/Household Member  c265  §13M(a)",2099,0,"ASSAULT & BATTERY ON  FAMILY/HOUSEHOLD MEMBER ","265","13M(a)","",0,0
"707",260,"Assault on Family/Household Member  c265  §13M(a)",145,0,"ASSAULT ON FAMILY/HOUSEHOLD MEMBER ","265","13M(a)","",0,0
"708",261,"Assault & Battery on Family/Household Member Subsequent,  c265  §13M(b)",41,0,"ASSAULT & BATTERY ON FAMILY/HOUSEHOLD MEMBER SUBSEQUENT, ","265","13M(b)","",0,0
"709",262,"Assault on Family/Household Member, Subsequent,  c265  §13M(b)",6,0,"ASSAULT ON FAMILY/HOUSEHOLD MEMBER, SUBSEQUENT, ","265","13M(b)","",0,0
"710",263,"ASSAULT ON FAMILY/HOUSEHOLD MEMBER c265 §13M(b)",0,57,"ASSAULT ON FAMILY/HOUSEHOLD MEMBER","265","13M(b)","No",0,0
"711",264,"ASSAULT ON FAMILY/HOUSEHOLD MEMBER, SUBSQ.OFF c265 §13M(b)",0,28,"ASSAULT ON FAMILY/HOUSEHOLD MEMBER, SUBSQ.OFF","265","13M(b)","No",0,0
"712",407,"Agg Assault & Battery Causing Serious Bodily Injury c265,s13A(b)(i)",6,0,"AGG ASSAULT & BATTERY CAUSING SERIOUS BODILY INJURY","265,","13A(b)(i)","No",0,0
"713",408,"Assault in Violation of Restraining Order,  c265,s13A(b)(iii)",1,0,"ASSAULT IN VIOLATION OF RESTRAINING ORDER, ","265,","13A(b)(iii)","",0,0
"714",409,"Wantonly or Recklessly Permitting A&B on Child under 14 Causing Bodily Injury, c265,s13J(c)",2,0,"WANTONLY OR RECKLESSLY PERMITTING A&B ON CHILD UNDER 14 CAUSING BODILY INJURY,","265,","13J(c)","No",0,0
"715",265,"MAYHEM c265 §14",16,140,"MAYHEM","265","14","No",0,0
"716",266,"ASSAULT TO MAIM c265 §14",3,11,"ASSAULT TO MAIM","265","14","No",0,0
"717",267,"ASSAULT TO MURDER c265 §15",18,201,"ASSAULT TO MURDER","265","15","No",0,1
"718",268,"ASSAULT TO MAIM c265 §15",0,16,"ASSAULT TO MAIM","265","15","No",0,0
"719",269,"ASSAULT TO MURDER OR MAIM c. 265 s. 15",0,1,"ASSAULT TO MURDER OR MAIM","265","15","No",0,1
"720",270,"A&B WITH DANGEROUS WEAPON +60 c265 §15A(a)",40,315,"A&B WITH DANGEROUS WEAPON +60","265","15A(a)","No",0,0
"721",271,"A&B WITH DANGEROUS WEAPON +65 c265 §15A(a)",1,0,"A&B WITH DANGEROUS WEAPON +65","265","15A(a)","No",0,0
"722",272,"A&B WITH DANGEROUS WEAPON +60, SUBSQ.OFF c265 §15A(a)",0,2,"A&B WITH DANGEROUS WEAPON +60, SUBSQ.OFF","265","15A(a)","No",0,0
"723",273,"A&B WITH DANGEROUS WEAPON +60, SUBSQ.OFF c. 265 s. 15A(a)",0,1,"A&B WITH DANGEROUS WEAPON +60, SUBSQ.OFF","265","15A(a)","No",0,0
"724",274,"A&B WITH DANGEROUS WEAPON  c265 §15A(b)",980,0,"A&B WITH DANGEROUS WEAPON ","265","15A(b)","No",0,0
"725",275,"A&B WITH DANGEROUS WEAPON c265 §15A(b)",0,9294,"A&B WITH DANGEROUS WEAPON","265","15A(b)","No",0,0
"726",276,"A&B WITH DANGEROUS WEAPON c. 265 s. 15A(b)",0,2,"A&B WITH DANGEROUS WEAPON","265","15A(b)","No",0,0
"727",277,"A&B WITH DANGEROUS WEAPON CAUSING SERIOUS BODILY INJURY c265 §15A(c)",0,296,"A&B WITH DANGEROUS WEAPON CAUSING SERIOUS BODILY INJURY","265","15A(c)","No",0,0
"728",278,"A&B WITH DANGEROUS WEAPON UPON PREGNANT PERSON c265 §15A(c)",0,57,"A&B WITH DANGEROUS WEAPON UPON PREGNANT PERSON","265","15A(c)","No",0,0
"729",279,"A&B WITH DANGEROUS WEAPON IN VIOLATION OF RESTRAINING ORDER c265 §15A(c)",0,5,"A&B WITH DANGEROUS WEAPON IN VIOLATION OF RESTRAINING ORDER","265","15A(c)","No",0,0
